emp_no,first_name,last_name,title,from_date,salary
59349,Martijn,Bail,Senior Engineer,1994-01-02,64410
13629,Dzung,Trelles,Senior Engineer,1994-01-03,40000
210247,Giao,Sewelson,Engineer,1994-01-04,40000
42083,Kotesh,Schahn,Senior Staff,1994-01-05,40000
50446,Eberhardt,Denti,Senior Engineer,1994-01-06,41969
10387,Parto,Wrigley,Staff,1994-01-07,61374
61371,Akeno,Yetto,Senior Staff,1994-01-08,40000
61776,Stafford,dAstous,Senior Staff,1994-01-09,64112
48080,Florina,Coorg,Senior Engineer,1994-01-10,50005
30769,Berry,Frolund,Senior Staff,1994-01-11,83160
61273,Manohar,Hainaut,Senior Staff,1994-01-12,73673
59145,Tzu,Birch,Senior Engineer,1994-01-13,40078
27332,Charmane,Merey,Senior Engineer,1994-01-14,50065
23940,Jingling,Haldar,Engineer,1994-01-15,50848
28962,Wuxu,Gini,Technique Leader,1994-01-16,40000
56065,Mabhin,Nollmann,Staff,1994-01-17,58586
30374,Xiaocheng,Reinhart,Senior Engineer,1994-01-18,40000
55363,Venkatesan,Comellas,Senior Staff,1994-01-19,42374
63910,Rosalie,Mawatari,Staff,1994-01-20,40000
15869,Guoxiang,Bala,Engineer,1994-01-21,40000
32118,Serenella,Litvinov,Senior Engineer,1994-01-22,40000
40035,Anyuan,Kleiser,Senior Staff,1994-01-23,83081
21750,Padma,Shumilov,Senior Engineer,1994-01-24,41094
15479,Zhenbing,Soicher,Senior Engineer,1994-01-25,40000
43776,Xuedong,Feldhoffer,Staff,1994-01-26,44288
61192,Feiyu,Kamble,Senior Engineer,1994-01-27,49841
10149,Xiadong,Perry,Staff,1994-01-28,88740
14380,Shigeu,Heemskerk,Senior Staff,1994-01-29,47819
77541,Hideo,Furudate,Senior Engineer,1994-01-30,67940
22480,Boaz,Mikschl,Senior Staff,1994-01-31,78893
20440,Genki,Fabrizio,Senior Engineer,1994-02-01,51065
17236,Matk,Merro,Senior Engineer,1994-02-02,75541
14955,Boguslaw,Kalefeld,Engineer,1994-02-03,45564
19329,Alair,Marletta,Senior Engineer,1994-02-04,48046
35648,Dharmaraja,Schaaf,Senior Staff,1994-02-05,40000
31810,Jasminko,Gill,Senior Engineer,1994-02-06,40000
22424,Krister,Engelmann,Assistant Engineer,1994-02-07,47921
44671,Val,Vitiello,Senior Engineer,1994-02-08,41238
33675,Wojceich,Lichtman,Senior Engineer,1994-02-09,40000
22030,Lokesh,Hockney,Senior Staff,1994-02-10,57100
22440,Odinaldo,Restivo,Senior Staff,1994-02-11,40000
11872,Cheong,Riexinger,Staff,1994-02-12,43159
37120,Kasidit,Masada,Engineer,1994-02-13,64839
14067,Godehard,Trachtenberg,Engineer,1994-02-14,44669
12099,Nobuyoshi,Kuzuoka,Staff,1994-02-15,104610
28628,Zhonghui,Zyda,Senior Staff,1994-02-16,40000
10463,Ung,Zaiane,Staff,1994-02-17,66480
20666,Shushma,Linares,Senior Engineer,1994-02-18,40000
16146,Cathie,Meriste,Senior Engineer,1994-02-19,53931
10731,Fumitaka,Peak,Senior Staff,1994-02-20,77892
17505,Gunilla,Moffat,Senior Engineer,1994-02-21,63455
50382,Shao,Brendel,Senior Staff,1994-02-22,65907
75039,Shahid,Suppi,Technique Leader,1994-02-23,63422
57297,Tamiya,Benaini,Senior Staff,1994-02-24,74639
14690,Yechezkel,Bellone,Senior Engineer,1994-02-25,40000
33518,Perla,Birsak,Senior Engineer,1994-02-26,54322
10116,Dayanand,Czap,Senior Engineer,1994-02-27,44034
41319,Mototsugu,Unni,Assistant Engineer,1994-02-28,62785
40511,Radhia,Alencar,Senior Staff,1994-03-01,45087
15539,Shigeichiro,Spieker,Senior Staff,1994-03-02,47803
37263,Aris,Rotem,Senior Staff,1994-03-03,74238
12413,Hugh,Gadepally,Engineer,1994-03-04,53179
12773,Jenwei,Lovengreen,Senior Engineer,1994-03-05,65556
11133,Nalini,Azulay,Technique Leader,1994-03-06,40000
49320,Zhigen,Ratnakar,Senior Engineer,1994-03-07,63806
19294,IEEE,Schoegge,Technique Leader,1994-03-08,40000
47770,Conrado,Sridhar,Staff,1994-03-09,73885
13240,King,Pileggi,Engineer,1994-03-10,49018
99927,Bernardo,Luck,Senior Engineer,1994-03-11,40000
16154,Monique,Docker,Technique Leader,1994-03-12,40000
33800,Peternela,Bottner,Senior Staff,1994-03-13,40000
10628,Krisda,Krogh,Engineer,1994-03-14,41650
17584,Emdad,Coorg,Senior Staff,1994-03-15,40000
51363,Georgy,Sundgren,Senior Engineer,1994-03-16,61721
14537,Babette,Engelmann,Senior Engineer,1994-03-17,48332
12755,Rildo,Rodite,Senior Staff,1994-03-18,40196
51818,Boriana,Weedman,Senior Staff,1994-03-19,46097
27398,Wayne,Shimshoni,Assistant Engineer,1994-03-20,57033
56049,Felicidad,Waymire,Senior Staff,1994-03-21,76782
34597,Jouko,Bolotov,Senior Staff,1994-03-22,68624
18333,Munehiro,Plesums,Assistant Engineer,1994-03-23,40520
31741,Valeri,Kenevan,Senior Staff,1994-03-24,40000
16570,Uta,Matzen,Engineer,1994-03-25,46162
23151,Ortrun,Lunt,Engineer,1994-03-26,91783
49558,Marko,Rusterholz,Assistant Engineer,1994-03-27,49444
24397,Shaibal,Shimshoni,Senior Staff,1994-03-28,52260
13396,Chuanyi,Aumann,Senior Staff,1994-03-29,40000
21432,Kerhong,Weisert,Staff,1994-03-30,45799
57660,Mayuri,Lally,Engineer,1994-03-31,40000
23323,Siamak,Alvarado,Senior Engineer,1994-04-01,48952
32653,Renny,Wielonsky,Senior Staff,1994-04-02,81357
28811,Cristinel,Vrecion,Engineer,1994-04-03,56023
40660,Piyush,Erbe,Senior Engineer,1994-04-04,65305
68063,Karlis,Gide,Engineer,1994-04-05,43681
14911,Xiaobin,Chelton,Senior Engineer,1994-04-06,62738
35485,Margo,Tyugu,Senior Engineer,1994-04-07,41376
15563,Constantino,Zykh,Senior Staff,1994-04-08,56239
25828,Selwyn,Perly,Senior Staff,1994-04-09,40000
36303,Amstein,Anandan,Engineer,1994-04-10,52644
42286,Yannik,Heering,Senior Engineer,1994-04-11,40000
48446,Parke,Kossowski,Staff,1994-04-12,52936
11603,Herb,Swen,Senior Staff,1994-04-13,69180
18571,Xinglin,Flowers,Senior Engineer,1994-04-14,70621
31362,Bikash,Straney,Senior Engineer,1994-04-15,40000
37991,Takahiro,Waleschkowski,Senior Engineer,1994-04-16,40000
61179,Berni,Kaltofen,Staff,1994-04-17,76765
15208,Sudharsan,Shokrollahi,Senior Staff,1994-04-18,44109
71592,Kitty,Rusterholz,Senior Staff,1994-04-19,40000
14993,Sanjay,Koblitz,Senior Engineer,1994-04-20,45407
44891,Cheong,Zaumen,Senior Engineer,1994-04-21,51220
13096,Ibibia,Armand,Engineer,1994-04-22,52544
47999,Weidon,Leslie,Engineer,1994-04-23,40000
31702,Florian,Isard,Senior Staff,1994-04-24,59652
16719,Sasan,Benantar,Senior Staff,1994-04-25,40000
15600,Mack,Perna,Senior Engineer,1994-04-26,40000
65600,Jinxi,Mahmud,Staff,1994-04-27,68397
25138,Guadalupe,Marrakchi,Engineer,1994-04-28,40000
10233,Lein,Vendrig,Staff,1994-04-29,40000
28079,Rimon,Salvesen,Senior Engineer,1994-04-30,45156
25302,Susanna,Minakawa,Technique Leader,1994-05-01,40162
42202,Hyuckchul,Ginesta,Senior Engineer,1994-05-02,69151
33008,Keiichiro,Birnbaum,Senior Staff,1994-05-03,96870
30372,Xiadong,Maccarone,Staff,1994-05-04,41315
16138,Leucio,Krzyzanowski,Senior Staff,1994-05-05,67593
42223,Salvador,Vidal,Senior Engineer,1994-05-06,43758
57342,Arnd,Krychniak,Technique Leader,1994-05-07,64880
45251,Billur,Brandsma,Senior Staff,1994-05-08,80647
12490,Jackson,Muchinsky,Engineer,1994-05-09,40000
85111,Sastry,Kavraki,Senior Staff,1994-05-10,92172
19027,Ferdinand,Nanard,Senior Engineer,1994-05-11,46182
10969,Premal,Noriega,Senior Engineer,1994-05-12,40000
35618,Arie,Auyong,Engineer,1994-05-13,48723
41184,Nikolaus,Ranze,Senior Engineer,1994-05-14,55776
36880,Dzung,Setlzner,Staff,1994-05-15,65342
18542,Tiina,Anido,Senior Engineer,1994-05-16,48606
47690,Khue,Mayerwieser,Senior Staff,1994-05-17,40000
42375,Neven,Bierman,Senior Staff,1994-05-18,66909
12726,Fumitake,Panwar,Senior Engineer,1994-05-19,61177
19120,Giri,Qiwen,Assistant Engineer,1994-05-20,49416
32151,Martine,Pileggi,Staff,1994-05-21,66760
13578,Tadahiko,Christianini,Technique Leader,1994-05-22,62885
82406,Kenroku,Siepmann,Engineer,1994-05-23,40000
47414,Youjian,Ratnakar,Senior Engineer,1994-05-24,49220
28632,Arne,Boreale,Senior Engineer,1994-05-25,40000
41283,KayLiang,Tetzlaff,Engineer,1994-05-26,52746
21583,Elliott,Fasbender,Senior Staff,1994-05-27,44042
17849,Mandell,Varker,Senior Staff,1994-05-28,40000
39966,Utpal,Beidas,Senior Staff,1994-05-29,46206
17625,Prodip,Mandelberg,Engineer,1994-05-30,47447
46025,Yurii,Demir,Assistant Engineer,1994-05-31,62359
16380,Zhilian,Chleq,Senior Staff,1994-06-01,42820
29877,Mingsen,Kitai,Senior Staff,1994-06-02,40000
18547,Gladys,Sankaranarayanan,Senior Engineer,1994-06-03,40000
20528,Dines,Bednarek,Senior Staff,1994-06-04,54377
31650,Neven,Savasere,Senior Staff,1994-06-05,75830
26088,Theron,Woycyznski,Senior Staff,1994-06-06,40000
15809,Mingsen,Antonisse,Senior Staff,1994-06-07,50619
72486,Irena,Brickell,Senior Engineer,1994-06-08,40000
20601,Dipankar,Duclos,Senior Staff,1994-06-09,54492
27374,Sham,Brattka,Senior Staff,1994-06-10,40000
28321,Heather,Oehlmann,Senior Staff,1994-06-11,63173
19425,Xuejia,Pettey,Senior Engineer,1994-06-12,53627
14237,Abdulla,Gerlach,Senior Engineer,1994-06-13,57219
100686,True,Beausoleil,Senior Staff,1994-06-14,75314
36625,Tetsushi,Unni,Staff,1994-06-15,40000
13442,Giordano,Miake,Senior Staff,1994-06-16,40000
11081,Barry,Boyle,Senior Staff,1994-06-17,65686
29719,Sumant,Takkinen,Senior Staff,1994-06-18,66023
18210,Mabo,Radhakrishnan,Engineer,1994-06-19,40000
36412,Abdulah,Senzako,Senior Staff,1994-06-20,61626
46147,Zita,Katzenelson,Engineer,1994-06-21,40000
25339,Brewster,Bale,Senior Engineer,1994-06-22,40000
17428,Pantung,Keustermans,Staff,1994-06-23,40000
45468,Padma,Pell,Engineer,1994-06-24,72091
29237,Gennadi,Beznosov,Senior Engineer,1994-06-25,40000
14607,Suzette,Selvestrel,Staff,1994-06-26,67813
57676,Alper,Noriega,Senior Staff,1994-06-27,58073
24316,Feiyu,Cincotta,Senior Engineer,1994-06-28,40000
24489,Yuuichi,McAffer,Staff,1994-06-29,65616
17727,Bingning,Picaronny,Senior Staff,1994-06-30,40000
50512,Yolla,Shimshoni,Engineer,1994-07-01,40000
16077,Kannan,Heemskerk,Engineer,1994-07-02,49020
14915,Huican,Picco,Engineer,1994-07-03,40733
15392,Pradeep,Markovitch,Assistant Engineer,1994-07-04,55638
36967,Shigehiro,Kuzuoka,Senior Staff,1994-07-05,58556
51597,Shuky,Mungall,Senior Staff,1994-07-06,46786
24388,Zhilian,Milicic,Senior Staff,1994-07-07,61315
30497,Youjian,Pettis,Senior Staff,1994-07-08,79544
75741,Candido,Birsak,Senior Staff,1994-07-09,71341
15601,Carrsten,Anily,Senior Staff,1994-07-10,83263
12697,Uri,Brizzi,Senior Staff,1994-07-11,40000
35123,Yechezkel,Schaaf,Assistant Engineer,1994-07-12,57984
40168,Miquel,Frezza,Senior Staff,1994-07-13,40000
20037,Tse,VanScheik,Engineer,1994-07-14,40000
62566,Giap,Lipner,Senior Staff,1994-07-15,40000
30557,Goncalo,Manders,Senior Staff,1994-07-16,40000
13305,Bikash,Herath,Senior Staff,1994-07-17,104969
12123,Xiahua,Syrzycki,Senior Staff,1994-07-18,64879
35287,Yucel,Conta,Staff,1994-07-19,55486
35142,Conor,Uhrig,Senior Engineer,1994-07-20,47813
41292,Premsyl,Thombley,Senior Engineer,1994-07-21,40000
10302,Faiza,Baer,Senior Staff,1994-07-22,58239
27743,Bernt,Anily,Staff,1994-07-23,40000
88512,Giao,Vigier,Senior Engineer,1994-07-24,40000
45669,Janalee,Boudaillier,Senior Engineer,1994-07-25,66337
29126,Visit,Suessmith,Engineer,1994-07-26,49310
13992,Ulises,Kenevan,Senior Staff,1994-07-27,81318
13560,Sibyl,Jeong,Engineer,1994-07-28,40000
83600,Muzhong,Mayerwieser,Senior Engineer,1994-07-29,43535
25254,Matt,Peek,Assistant Engineer,1994-07-30,61383
39119,Tristan,Klyachko,Senior Engineer,1994-07-31,45650
14632,Gudjon,McClurg,Engineer,1994-08-01,40000
11232,Hidefumi,Crelier,Staff,1994-08-02,43863
39262,Karoline,Vecchi,Senior Engineer,1994-08-03,41059
24976,Khun,Vakili,Senior Staff,1994-08-04,67727
36428,Izaskun,Verhaegen,Senior Staff,1994-08-05,40000
52257,Anneke,Fiutem,Senior Engineer,1994-08-06,65048
19256,Rosita,Riexinger,Senior Staff,1994-08-07,40000
65220,Yoshimitsu,Pramanik,Senior Staff,1994-08-08,56409
21871,Yongmao,Seiwald,Engineer,1994-08-09,43249
21683,Jiang,Velasco,Senior Staff,1994-08-10,51350
66519,Masami,Selenyi,Senior Staff,1994-08-11,62188
14486,Indrajit,Birdsall,Engineer,1994-08-12,40000
17489,Karlis,Vigier,Senior Staff,1994-08-13,48368
79265,Lokesh,Kenevan,Senior Staff,1994-08-14,40000
21229,Vasilis,Collavizza,Senior Engineer,1994-08-15,40000
39055,Remko,Varman,Senior Engineer,1994-08-16,72269
17294,Shrikanth,Pietrzykowski,Senior Engineer,1994-08-17,43785
40600,Arch,Bazzichi,Staff,1994-08-18,40000
26178,Zissis,Gladwell,Senior Engineer,1994-08-19,65554
22165,Alenka,Emiris,Staff,1994-08-20,63349
38760,Tristan,Schwartzbauer,Senior Staff,1994-08-21,52867
21846,Otilia,Valiente,Senior Engineer,1994-08-22,52743
33477,Shietung,Ventosa,Senior Staff,1994-08-23,42703
59400,Chinya,Giaccio,Senior Staff,1994-08-24,51298
30727,Toshimitsu,Sury,Senior Staff,1994-08-25,85079
19728,Candido,Ramsey,Senior Staff,1994-08-26,78721
12662,Leucio,Alvarado,Engineer,1994-08-27,69016
31667,Hairong,Spataro,Senior Engineer,1994-08-28,44738
12165,Xiaobin,Maquelin,Senior Engineer,1994-08-29,41951
36633,Yonghong,Lortz,Staff,1994-08-30,60193
36788,Kwee,Ulupinar,Engineer,1994-08-31,40000
17068,Bodh,Gopalakrishnan,Assistant Engineer,1994-09-01,40000
41487,Aemilian,Cummings,Senior Staff,1994-09-02,58494
18006,Vidya,Hanabata,Senior Staff,1994-09-03,108512
106340,Giordano,Plotkin,Assistant Engineer,1994-09-04,53526
26384,Macha,Picci,Senior Staff,1994-09-05,40000
22210,Christoph,Pouyioutas,Senior Staff,1994-09-06,63788
11398,Oscar,Peir,Staff,1994-09-07,44625
11469,Guttorm,Giaccio,Engineer,1994-09-08,44625
58510,Dzung,Falco,Senior Engineer,1994-09-09,54991
14232,Masali,Bojadziev,Engineer,1994-09-10,50568
213906,Sven,Gerteisen,Senior Staff,1994-09-11,65282
12365,Kamakshi,Bisiani,Senior Engineer,1994-09-12,40000
37348,Zhiguo,Ratzlaff,Senior Staff,1994-09-13,81615
36951,Caolyn,Hoppenstand,Senior Engineer,1994-09-14,40000
23633,Jinpo,Nyrup,Senior Staff,1994-09-15,45809
47282,Mihalis,Herath,Senior Engineer,1994-09-16,40000
29465,Kshitij,Ramsay,Senior Staff,1994-09-17,82584
39143,Flemming,Salverda,Senior Staff,1994-09-18,92256
16364,Yifei,Gini,Senior Staff,1994-09-19,73503
23739,Christophe,Katiyar,Senior Staff,1994-09-20,76242
10100,Hironobu,Haraldson,Senior Staff,1994-09-21,54398
11249,Randi,Cyre,Engineer,1994-09-22,43324
14254,Chikara,Narahara,Engineer,1994-09-23,50266
16383,Lidong,Czap,Senior Engineer,1994-09-24,55977
43073,Urs,Andreotta,Senior Engineer,1994-09-25,57625
18376,Wayne,Stranks,Engineer,1994-09-26,50047
16478,Bedir,Wroclawski,Senior Staff,1994-09-27,40000
40225,Shakhar,Schieder,Senior Staff,1994-09-28,56016
28008,Shugo,Luit,Senior Staff,1994-09-29,40000
20979,Pradeep,Kumaresan,Senior Staff,1994-09-30,86006
18438,Chiradeep,Iacovou,Assistant Engineer,1994-10-01,41898
52373,Mircea,McClurg,Senior Staff,1994-10-02,40000
58797,Xiaoheng,Breugel,Senior Staff,1994-10-03,64060
17222,Leen,Muchinsky,Senior Engineer,1994-10-04,54882
62427,Bedrich,Kamber,Engineer,1994-10-05,40000
58306,Rosalyn,Danecki,Senior Engineer,1994-10-06,48261
19381,Xiahua,Holburn,Senior Staff,1994-10-07,82438
30834,Van,Erdi,Senior Staff,1994-10-08,94027
25600,Jinpo,McClurg,Senior Staff,1994-10-09,87210
22437,Xiaoqiu,Orsini,Engineer,1994-10-10,41444
11983,Jaana,Hedayat,Senior Engineer,1994-10-11,40000
15372,Nahum,Broder,Senior Staff,1994-10-12,79245
36309,Shawna,Badr,Senior Engineer,1994-10-13,46800
35882,Sushant,Hambrick,Senior Engineer,1994-10-14,51400
60998,Neelam,Norsworthy,Senior Staff,1994-10-15,63016
12846,Krisda,Cyne,Staff,1994-10-16,63962
11987,Vidya,Schaar,Senior Staff,1994-10-17,40000
10631,Inderjeet,Chaudhuri,Engineer,1994-10-18,40000
21758,Susumu,Picht,Senior Staff,1994-10-19,81328
58010,Gennady,Broder,Staff,1994-10-20,53515
13775,Arve,Maierhofer,Senior Staff,1994-10-21,70161
12089,Bilhanan,Socorro,Senior Staff,1994-10-22,46288
11696,Dante,Rothe,Senior Staff,1994-10-23,51633
12974,Gift,Frolund,Senior Staff,1994-10-24,93034
63495,Mabry,Kleiser,Senior Engineer,1994-10-25,49286
13962,Maris,Ghelli,Senior Engineer,1994-10-26,67965
26905,Fatemeh,Markovitch,Senior Staff,1994-10-27,71078
42271,DAIDA,Halevi,Senior Staff,1994-10-28,66875
60767,Gianluca,Munos,Senior Staff,1994-10-29,74395
42590,Basim,Billawala,Senior Engineer,1994-10-30,46900
57531,Tonia,Tomescu,Senior Engineer,1994-10-31,60218
14439,Raimond,Woycyznski,Senior Engineer,1994-11-01,80654
29178,Hairong,Foong,Engineer,1994-11-02,50500
15375,Shuho,Manders,Staff,1994-11-03,65920
15036,Ziva,Delgrande,Senior Engineer,1994-11-04,40000
64917,Mokhtar,Litecky,Senior Staff,1994-11-05,40000
20585,Bernd,Butterworth,Senior Engineer,1994-11-06,70715
16337,Hironoby,Schaad,Senior Engineer,1994-11-07,40000
14639,Arvind,Hempstead,Senior Staff,1994-11-08,79405
21944,Eric,Bresenham,Staff,1994-11-09,40000
14088,Mori,Leslie,Senior Staff,1994-11-10,44821
202949,Jeanna,Bahr,Senior Engineer,1994-11-11,40000
30241,Kensyu,Thiran,Senior Engineer,1994-11-12,63819
10053,Sanjiv,Zschoche,Senior Staff,1994-11-13,67854
53475,Malu,Selenyi,Senior Staff,1994-11-14,46409
20530,Nevio,Katiyar,Engineer,1994-11-15,61897
14648,IEEE,Lorys,Senior Staff,1994-11-16,89209
11208,Saniya,Valtorta,Technique Leader,1994-11-17,83660
40185,Miyeon,Garnick,Senior Engineer,1994-11-18,48366
20793,Pranav,Luft,Engineer,1994-11-19,40220
18393,Wuxu,Aseltine,Senior Engineer,1994-11-20,40205
25885,Takanari,Zockler,Staff,1994-11-21,55643
11660,Gill,Stenning,Senior Staff,1994-11-22,65758
82458,Barun,Peres,Senior Staff,1994-11-23,92245
12312,Chenye,Velasco,Engineer,1994-11-24,52344
35085,Chandrasekaran,Goldhammer,Senior Staff,1994-11-25,62286
20454,Nidapan,Gunderson,Senior Engineer,1994-11-26,40000
31318,Lorien,Bednarek,Senior Staff,1994-11-27,78626
33115,Padma,Peyn,Engineer,1994-11-28,44843
22833,Alassane,Plessier,Assistant Engineer,1994-11-29,51912
22873,Ebbe,Ashish,Senior Staff,1994-11-30,59298
14167,Adas,Hertweck,Senior Engineer,1994-12-01,40000
14683,Alois,Basart,Senior Engineer,1994-12-02,41107
28104,Dmitry,Marsiglia,Staff,1994-12-03,40000
15474,Gilbert,Plumb,Senior Staff,1994-12-04,90430
21518,Minghong,Slaats,Senior Staff,1994-12-05,54437
15703,Chenye,Hanratty,Engineer,1994-12-06,40000
72963,Hugh,Butner,Engineer,1994-12-07,46569
31595,Stevo,Barbanera,Staff,1994-12-08,99948
40427,Aloke,Merks,Engineer,1994-12-09,61770
29384,Magy,Keustermans,Engineer,1994-12-10,57354
18986,Pintsang,Babu,Senior Staff,1994-12-11,55714
10134,Diederik,Siprelle,Senior Engineer,1994-12-12,40000
28891,Susanna,Krohn,Senior Engineer,1994-12-13,40000
35256,Wojceich,McDermid,Senior Staff,1994-12-14,67495
35070,Kirk,Masada,Senior Engineer,1994-12-15,67308
16453,Goncalo,Basart,Senior Staff,1994-12-16,47433
38463,Leucio,Janocha,Senior Staff,1994-12-17,40000
35788,Weiyi,Burnard,Senior Staff,1994-12-18,43458
32301,Itzchak,Wolniewicz,Senior Engineer,1994-12-19,40000
29739,Danil,Comyn,Senior Engineer,1994-12-20,40000
13504,Parto,Mandell,Engineer,1994-12-21,41895
14941,Nathan,Lichtner,Senior Engineer,1994-12-22,43608
30209,Yannis,Aloisi,Staff,1994-12-23,89176
10286,Saddek,Gopalakrishnan,Staff,1994-12-24,40000
32955,Basim,Dredge,Senior Engineer,1994-12-25,59778
14556,Fatemeh,Zultner,Engineer,1994-12-26,40000
49437,Ramalingam,Anguita,Senior Staff,1994-12-27,40000
23466,Chikara,Anandan,Engineer,1994-12-28,56208
47358,Tommaso,Lieberherr,Senior Engineer,1994-12-29,59821
40321,Hinrich,Ouhyoung,Engineer,1994-12-30,40148
25980,Otilia,Vanwelkenhuysen,Senior Staff,1994-12-31,40000
28403,Gilbert,Garnier,Senior Engineer,1995-01-01,53016
16164,Janche,Kinley,Senior Engineer,1995-01-02,67467
22271,Sampalli,Kushnir,Senior Engineer,1995-01-03,40000
31999,Stabislas,Siksek,Senior Staff,1995-01-04,75988
51307,Xiping,Parascandalo,Senior Staff,1995-01-05,101332
66447,Greger,Conia,Senior Engineer,1995-01-06,45183
14139,Sachin,Conry,Engineer,1995-01-07,40000
39043,Kersti,Ferretti,Engineer,1995-01-08,40000
19712,Kristine,Litzler,Senior Staff,1995-01-09,40000
212519,Miomir,Muniz,Engineer,1995-01-10,40000
80258,Hirochika,Hiyoshi,Senior Staff,1995-01-11,93572
17245,Neven,Milicia,Staff,1995-01-12,81426
19720,Kwangyoen,Maksimenko,Senior Engineer,1995-01-13,40000
22140,Susanne,Reghbati,Senior Staff,1995-01-14,62443
62083,King,Rissland,Engineer,1995-01-15,83961
23749,Emdad,Ponthieu,Senior Engineer,1995-01-16,40000
13422,Vishwani,Gerlach,Senior Engineer,1995-01-17,59466
17101,Sandeepan,Compeau,Senior Engineer,1995-01-18,40173
37562,Bingning,Eugenio,Staff,1995-01-19,46045
58524,Jaideep,Sidhu,Senior Engineer,1995-01-20,40000
75956,Zine,Gaughan,Engineer,1995-01-21,40000
15708,Reuven,Kushnir,Senior Staff,1995-01-22,85063
14460,Yagil,Lueh,Senior Engineer,1995-01-23,56267
23843,Shin,Murtha,Senior Staff,1995-01-24,77598
38473,Lena,Onuegbe,Engineer,1995-01-25,76717
24522,Shunichi,Hopewell,Senior Staff,1995-01-26,40000
11844,Shawna,Demeyer,Senior Engineer,1995-01-27,78049
11037,Lansing,Maliniak,Senior Engineer,1995-01-28,40000
32938,Qunsheng,Perna,Senior Engineer,1995-01-29,40000
215249,Amalendu,Legleitner,Engineer,1995-01-30,51376
32410,Geraldo,Jenevein,Staff,1995-01-31,63475
27039,Henk,Sullins,Senior Staff,1995-02-01,45513
27730,Uinam,Perng,Senior Engineer,1995-02-02,58624
11449,Kotesh,Asser,Engineer,1995-02-03,61434
17448,Makato,Belinskaya,Senior Engineer,1995-02-04,40728
57384,Chirstian,Birch,Engineer,1995-02-05,58928
23362,Youjian,Yurek,Senior Staff,1995-02-06,47408
22663,Bokyung,Fargier,Senior Engineer,1995-02-07,64475
86788,Golgen,Saoudi,Senior Staff,1995-02-08,47427
13621,Fei,Haddadi,Engineer,1995-02-09,73192
34013,Gad,Dolinsky,Engineer,1995-02-10,71666
22924,Ziyad,Leslie,Technique Leader,1995-02-11,53978
31740,Goo,Domenig,Staff,1995-02-12,40000
46959,Dulce,Haldar,Senior Engineer,1995-02-13,40000
22731,Genevieve,Kranzdorf,Engineer,1995-02-14,40000
44326,Dmitri,Verspoor,Senior Staff,1995-02-15,89279
25255,Heng,Erdi,Staff,1995-02-16,84701
46141,Sven,Nollmann,Senior Engineer,1995-02-17,61599
10009,Sumant,Peac,Senior Engineer,1995-02-18,60929
27801,Naraig,Danecki,Senior Staff,1995-02-19,49614
88010,Prodip,Ventosa,Staff,1995-02-20,64145
11684,Oksana,Gide,Senior Staff,1995-02-21,68753
40647,Mitsuyuki,Basagni,Technique Leader,1995-02-22,57576
33655,Zvonko,Lovengreen,Technique Leader,1995-02-23,40501
20117,Yoshimitsu,Hanabata,Senior Engineer,1995-02-24,56609
13999,Florian,Crouzet,Staff,1995-02-25,40000
12709,Ronghao,Botman,Engineer,1995-02-26,45510
24045,Moto,Szmurlo,Senior Staff,1995-02-27,40000
25990,Suzette,Kroll,Senior Staff,1995-02-28,40000
24937,Syozo,Carrera,Senior Engineer,1995-03-01,40000
13458,Feipei,Nivat,Senior Engineer,1995-03-02,41375
16549,Olivera,Thibadeau,Staff,1995-03-03,60531
44042,Susuma,Ladret,Staff,1995-03-04,64759
18833,Roded,Majewski,Senior Engineer,1995-03-05,46611
15946,Sham,Onuegbe,Technique Leader,1995-03-06,70769
30274,Hironoby,Chiola,Senior Engineer,1995-03-07,41486
20586,Akeel,Clouatre,Senior Engineer,1995-03-08,67653
15714,Troy,Bala,Assistant Engineer,1995-03-09,40000
44043,Dmitri,Lakshmanan,Engineer,1995-03-10,57653
33983,Tesuya,Denis,Senior Engineer,1995-03-11,59416
22904,Irene,Azulay,Engineer,1995-03-12,40000
72213,Fumiko,Rubsam,Engineer,1995-03-13,40000
82237,Shen,Zaccaria,Senior Staff,1995-03-14,55459
28794,Kyoichi,Peron,Senior Engineer,1995-03-15,40000
11137,Hugh,Luca,Engineer,1995-03-16,40000
13165,Lucian,Benner,Senior Engineer,1995-03-17,42796
12893,Licheng,Crouzet,Senior Staff,1995-03-18,50803
87302,Martina,Garigliano,Senior Staff,1995-03-19,45472
36599,Genevieve,Munck,Senior Engineer,1995-03-20,40000
22111,Rasiah,Felcyn,Staff,1995-03-21,66782
31372,Padma,Zaccaria,Senior Staff,1995-03-22,40874
71458,Kazuhiro,Welham,Engineer,1995-03-23,40000
67682,Moni,Ozeri,Senior Staff,1995-03-24,47969
28782,Marl,Yemenis,Assistant Engineer,1995-03-25,48475
47249,Jayson,Swen,Senior Staff,1995-03-26,40000
17285,Mario,Weiland,Staff,1995-03-27,55174
87757,Syozo,Ghalwash,Engineer,1995-03-28,44489
24224,Vasilis,Kinley,Senior Engineer,1995-03-29,49619
41567,Jinxi,Highland,Senior Staff,1995-03-30,50826
13233,Alselm,Chvatal,Senior Engineer,1995-03-31,49414
47516,Ronnie,Assaf,Senior Staff,1995-04-01,60270
50995,Ugo,Bala,Senior Staff,1995-04-02,66888
10018,Kazuhide,Peha,Senior Engineer,1995-04-03,55881
