emp_no,first_name,last_name,title,from_date,to_date
229981,Jamaludin,Fordan,Senior Engineer,2001-02-05,9999-01-01
230002,Tadahiro,Backhouse,Engineer,1991-10-02,1999-10-02
230126,Bezalel,Radivojevic,Senior Staff,1995-07-03,9999-01-01
230287,Renny,Alameldin,Assistant Engineer,1997-09-28,9999-01-01
230354,Yinghua,Lorho,Staff,1991-08-09,2000-08-08
230498,Kolar,Puppo,Senior Engineer,1998-04-25,9999-01-01
230579,Shahar,Negoita,Staff,1994-03-19,2000-03-18
230689,Dietrich,Crabtree,Senior Staff,1986-05-24,9999-01-01
230821,Toshiki,Raney,Staff,1997-07-03,2000-03-21
230865,Takushi,Brattka,Staff,1999-03-09,9999-01-01
231043,Torsten,Slobodova,Assistant Engineer,1992-07-20,2000-04-01
231069,Trygve,Siksek,Staff,1995-11-09,9999-01-01
231459,Nectarios,Pramanik,Assistant Engineer,1999-11-18,9999-01-01
231671,Chandrasekaran,Pearson,Staff,1995-04-14,9999-01-01
231798,Goetz,Alvarado,Engineer,1988-12-25,1997-12-25
232178,Etsuo,Anandan,Senior Staff,1996-12-13,9999-01-01
232209,Nitsan,Rouquie,Engineer,1988-08-01,1995-08-02
232458,Nikolaus,Yetto,Staff,1990-09-22,1992-08-22
232496,Peternela,Klerer,Staff,1986-06-06,1994-06-08
232697,Barry,Ramsak,Senior Engineer,1999-09-07,9999-01-01
232723,Tesuya,Bugrara,Assistant Engineer,1993-02-13,2002-02-13
233114,Alselm,Gargeya,Senior Engineer,1987-12-25,9999-01-01
233247,Murthy,Angiulli,Senior Engineer,1991-08-02,1998-07-21
233394,Khalid,Lenart,Engineer,1995-12-24,9999-01-01
233397,Fay,Sundgren,Senior Staff,1998-07-07,9999-01-01
233426,Etsuo,Usery,Senior Engineer,2000-03-01,9999-01-01
233533,Seongbae,Sluis,Senior Staff,1995-09-23,1997-06-10
233690,Cedric,Riefers,Engineer,1994-09-08,9999-01-01
233759,Zissis,Lodder,Engineer,1999-09-25,9999-01-01
233765,Kotesh,Chachaty,Engineer,1991-03-25,1997-03-24
233785,Baziley,Ballarin,Senior Staff,1995-07-28,9999-01-01
233818,Kellie,Heydon,Senior Engineer,1991-11-11,9999-01-01
234195,Luerbio,Terkki,Staff,1991-05-14,1998-05-14
234278,Tzu,Impagliazzo,Staff,1990-11-14,1993-12-05
234739,Foong,Aamodt,Senior Engineer,1986-06-28,9999-01-01
235017,Irena,Dratva,Senior Staff,1999-09-07,9999-01-01
235096,Sverrir,Gyimothy,Senior Staff,1992-03-20,9999-01-01
235269,Keiichiro,Feldmann,Staff,1997-12-20,1998-12-30
235325,Gro,Prochazka,Senior Engineer,1998-10-16,9999-01-01
235368,Anneli,Joslin,Senior Engineer,1987-04-12,9999-01-01
235458,Gio,Heuser,Staff,1992-06-28,1999-06-29
235546,Tianruo,Speer,Staff,1985-10-30,1989-03-26
235729,Henk,Anger,Senior Staff,2002-01-19,9999-01-01
235780,Sampalli,Bergere,Senior Engineer,1994-04-08,9999-01-01
235793,Jayesh,Spinelli,Senior Engineer,1992-07-18,9999-01-01
236315,IEEE,Raczkowsky,Technique Leader,1996-07-24,9999-01-01
236559,Berna,Nanard,Senior Engineer,1989-08-20,1991-03-18
236566,Yechezkel,Maginnis,Senior Staff,2000-12-11,9999-01-01
236591,Insup,Reinhard,Staff,1985-04-08,1993-04-08
236827,Almudena,Rijckaert,Engineer,1994-02-16,1999-02-16
236883,Huan,Olivero,Staff,1999-11-19,9999-01-01
236964,Adel,Foote,Staff,1998-08-19,9999-01-01
237289,Brendon,Fritzsche,Staff,1998-01-19,1999-12-18
237400,Guadalupe,Perri,Technique Leader,1996-06-27,1999-08-21
237590,Annemarie,Irland,Staff,1991-07-30,1996-09-04
238112,Miomir,Frezza,Technique Leader,1991-05-25,9999-01-01
238252,Uno,Suppi,Staff,1996-12-27,9999-01-01
238422,Vishv,Angelov,Staff,1988-03-08,1996-03-08
238949,Minghong,Cronin,Senior Staff,1987-10-04,9999-01-01
239067,Tadahiko,Pocchiola,Staff,1996-04-02,9999-01-01
239244,Abdulla,Kitai,Senior Staff,1996-02-20,9999-01-01
239415,Susumu,Brender,Senior Engineer,2001-04-17,9999-01-01
239426,Vesna,Fairtlough,Engineer,1994-08-09,9999-01-01
239581,Guangming,Marquardt,Staff,1997-06-06,2001-03-21
239664,Sugwoo,Michaels,Engineer,1992-08-02,1999-08-03
239706,Arunas,Bugrara,Assistant Engineer,1997-04-03,9999-01-01
239748,Bilhanan,Dusink,Senior Staff,1996-06-04,9999-01-01
239803,Oscal,Ernst,Senior Staff,1997-05-19,9999-01-01
240011,Heather,Luef,Technique Leader,1989-02-24,1992-07-14
240132,Mizuhito,Kobara,Staff,1996-08-09,2001-08-09
240236,True,Tischendorf,Engineer,1986-01-19,1992-01-19
240253,Shrikanth,Ramaiah,Engineer,1995-05-12,2000-10-15
240285,Kolar,Greenaway,Staff,1998-11-14,9999-01-01
240340,Mack,Staylopatis,Senior Engineer,1991-04-02,9999-01-01
240438,Temple,Cyre,Senior Staff,1999-10-01,9999-01-01
240870,Francesca,Chorvat,Staff,1985-03-03,1993-03-03
241100,Cedric,Molenaar,Engineer,1990-10-06,1999-10-06
241254,Jagoda,Anguita,Senior Engineer,1993-05-11,9999-01-01
241292,Uri,Lampe,Senior Staff,1994-10-17,9999-01-01
241567,Emran,Miara,Engineer,1989-05-02,1995-05-02
241667,Atilio,Olivero,Senior Engineer,1992-09-04,9999-01-01
241728,Limsoon,Boudaillier,Senior Engineer,1995-08-12,9999-01-01
241872,Bluma,Fetvedt,Senior Staff,1997-02-02,9999-01-01
241917,Wuxu,Poupard,Staff,1994-02-15,1995-09-25
241952,Maya,Anandan,Staff,1996-06-28,1997-11-07
242019,Herb,Murrill,Senior Engineer,1999-09-27,9999-01-01
242081,Tomokazu,Pargas,Assistant Engineer,1996-11-15,2001-11-15
242104,Richara,Sudkamp,Staff,1989-09-05,1994-09-05
242237,Hidde,Papsdorf,Senior Staff,1998-11-07,1998-11-23
242314,Miyeon,Burnard,Engineer,1985-02-07,1985-12-13
242500,Bingning,Iisaku,Senior Staff,1997-06-26,9999-01-01
242611,Frazer,Flanders,Engineer,1995-08-25,2000-09-25
242800,Kazuyasu,Levergood,Engineer,1996-02-10,9999-01-01
242867,Paddy,Nittel,Engineer,1999-11-10,2000-04-14
243018,Bowen,Deverell,Senior Staff,1998-12-27,9999-01-01
243077,Kazunori,Perz,Senior Engineer,1999-02-25,9999-01-01
243576,Abdulah,Lodder,Staff,1996-11-10,2001-11-10
243637,Marjo,Delgrange,Staff,1990-06-24,1996-06-23
243898,Arch,Basawa,Staff,1998-05-10,9999-01-01
244308,Mokhtar,Rebaine,Senior Staff,2000-07-22,9999-01-01
244605,Masoud,Suwa,Senior Staff,1997-11-25,9999-01-01
244624,Boaz,Seuren,Senior Staff,1994-03-27,9999-01-01
244711,Rosli,Butner,Engineer,1997-03-19,9999-01-01
244714,Poorav,Clouatre,Senior Engineer,1996-05-06,9999-01-01
244820,Shigenori,Hertweck,Senior Engineer,1994-04-13,9999-01-01
244873,Arunachalam,Oppitz,Staff,1986-05-20,1994-05-20
245164,Filipp,Winter,Engineer,1996-10-24,2001-10-24
245396,Gift,Bottner,Senior Staff,2002-03-04,9999-01-01
245664,Manohar,Kilgore,Staff,1998-11-17,9999-01-01
246146,Zhongwei,Melski,Engineer,1987-09-04,1993-09-03
246244,George,Casperson,Staff,2000-01-20,9999-01-01
246364,Alper,Tiemann,Engineer,1998-10-29,9999-01-01
246764,Shuzo,Czaja,Staff,1997-11-29,9999-01-01
246798,Tianruo,Strooper,Staff,1993-10-28,1999-10-28
246902,Shih,Shanbhogue,Staff,1998-04-19,9999-01-01
247089,Seongbae,Schahn,Senior Staff,1997-12-10,9999-01-01
247122,Xiaobin,Narlikar,Senior Staff,1999-02-14,9999-01-01
247447,Tzu,Bakhtari,Engineer,1994-03-18,1999-03-18
247456,Masako,Bahk,Engineer,1997-07-31,9999-01-01
247612,Chiranjit,Constantine,Engineer,1997-05-25,9999-01-01
247875,Xiong,Anick,Senior Staff,1991-04-23,9999-01-01
247888,Abdelghani,Lagarias,Senior Engineer,1992-09-06,9999-01-01
248094,Valeska,Lupu,Staff,1998-09-21,2002-04-06
248256,Sajjan,Falby,Staff,1996-08-29,9999-01-01
248351,Jaana,Milicia,Senior Staff,1985-06-02,9999-01-01
248758,Snehasis,Muhlberg,Senior Staff,1999-07-16,9999-01-01
248953,Percy,Sudbeck,Assistant Engineer,1996-08-29,9999-01-01
249239,Hideyuki,Decleir,Senior Engineer,1994-05-04,9999-01-01
249325,Ute,Pokrovskii,Staff,1997-06-09,9999-01-01
249433,Ayonca,Matzov,Engineer,1988-06-03,1997-06-03
249451,Gopalakrishnan,Pehl,Engineer,1995-03-15,2001-06-10
249504,Dmitry,Velardi,Senior Engineer,2000-02-29,9999-01-01
249780,Nechama,Gaughan,Assistant Engineer,1986-01-16,1991-01-16
249799,Jolita,Neimat,Senior Engineer,1999-12-27,9999-01-01
249866,Steen,Gubsky,Senior Staff,1998-01-14,9999-01-01
249969,Georgi,Luiz,Engineer,1991-06-10,1999-06-10
250411,Ranga,Sommen,Staff,1989-01-20,1996-01-21
250452,Alexius,Plavsic,Senior Engineer,2000-01-17,9999-01-01
250748,Kish,Turnbull,Engineer,1987-02-10,1994-02-10
251166,Hinrich,Hooghiemstra,Staff,1985-10-05,1993-10-05
251233,Yucel,Bernini,Engineer,1993-02-19,1998-02-19
251301,Pintsang,Impagliazzo,Senior Staff,1989-05-06,9999-01-01
251341,Divier,Kumaresan,Senior Staff,1998-12-05,9999-01-01
251403,Utpal,DuBourdieux,Technique Leader,1997-11-19,9999-01-01
251437,Shichao,Iwayama,Engineer,1996-10-17,9999-01-01
251645,Bezalel,Tsunoo,Senior Staff,2001-06-17,9999-01-01
251680,Moty,Sommen,Senior Engineer,1990-08-14,9999-01-01
251814,Mitsuyuki,Zockler,Technique Leader,1998-09-14,9999-01-01
252185,Chaosheng,Conta,Engineer,2002-04-14,9999-01-01
252241,Zito,Alvarado,Senior Staff,1986-07-07,2000-09-18
252316,Gill,Niizuma,Engineer,1994-10-08,1999-10-08
252318,Keung,Simmel,Technique Leader,1995-11-17,2002-06-24
252392,Sanjeeva,Peron,Engineer,1993-12-26,1999-12-26
252592,Sachem,McDermid,Senior Engineer,1987-04-30,1987-12-02
253029,Thodoros,Thimonier,Engineer,1995-04-05,9999-01-01
253707,Insup,Hainaut,Staff,1998-02-11,9999-01-01
253838,Stafford,Terlouw,Assistant Engineer,1999-02-21,9999-01-01
253893,Huiqun,Trystram,Senior Engineer,1993-05-10,9999-01-01
254044,Gunilla,Brendel,Senior Engineer,2000-04-10,9999-01-01
254399,Armond,Lores,Technique Leader,1999-09-16,9999-01-01
254591,Mamdouh,Lodder,Staff,1986-03-23,1991-12-09
254787,Mohan,Chepyzhov,Senior Engineer,1995-04-06,1996-05-26
254821,Tonny,Couchot,Staff,1994-12-12,9999-01-01
254916,Serenella,Couchot,Senior Staff,1997-03-15,2001-04-13
255466,Huan,Roccetti,Senior Engineer,1985-07-03,9999-01-01
255657,Oldrich,Cyre,Senior Engineer,1994-02-10,9999-01-01
255779,Heejo,Merle,Technique Leader,1997-09-04,9999-01-01
256078,Duke,Picaronny,Staff,1995-03-23,1995-04-05
256216,Halsur,Brodal,Engineer,1997-11-22,9999-01-01
256837,Bezalel,Jording,Staff,1991-01-16,1998-11-19
256856,Hongzue,Barbanera,Senior Staff,1995-06-17,9999-01-01
256881,Ioana,Jakobus,Senior Engineer,1999-08-10,9999-01-01
256888,Heather,Pehl,Staff,1993-09-15,9999-01-01
257062,Stabislas,Pardalos,Engineer,1989-06-21,1997-06-21
257378,Pascal,Bernatsky,Senior Staff,1995-09-04,9999-01-01
257469,Anyuan,Hanratty,Staff,1988-01-06,1996-01-06
257484,Shaowei,Nicolson,Senior Staff,1995-12-07,9999-01-01
257624,Adhemar,Dalphin,Senior Staff,1995-06-02,2000-08-26
257799,Sushant,Riefers,Senior Engineer,1993-12-04,1998-01-08
258028,Mountaz,Reinhart,Engineer,2000-01-21,9999-01-01
258124,Mariusz,Zolotykh,Senior Staff,1990-07-28,9999-01-01
258363,Tayeb,Veevers,Staff,1986-10-10,1991-05-24
258376,Jaber,Falco,Engineer,1995-10-01,1995-10-11
258470,Weiwu,Butner,Staff,1995-02-14,9999-01-01
258643,Przemyslawa,Esposito,Engineer,1992-02-27,2001-02-26
259042,Xiaoqiang,Farrow,Staff,1997-01-01,9999-01-01
259237,Palash,Gammage,Staff,1987-10-23,1994-10-23
259273,Xiahua,Gomatam,Senior Engineer,1989-12-01,9999-01-01
259611,Shuichi,Marrakchi,Senior Staff,1990-08-21,9999-01-01
259619,Conal,Magliocco,Senior Staff,1992-05-09,9999-01-01
259718,Stepehn,Bouloucos,Senior Staff,1997-09-16,9999-01-01
260083,Kwok,Journel,Staff,1997-12-22,1999-02-27
260153,Mingdong,Baar,Technique Leader,1991-10-14,9999-01-01
260249,Vugranam,Beausoleil,Staff,1998-05-14,9999-01-01
260361,Reinhold,Rahier,Engineer,1995-06-06,9999-01-01
260399,Hatem,Birsak,Senior Staff,1995-04-10,9999-01-01
260408,Sasan,Brookner,Senior Staff,2001-09-03,9999-01-01
260501,Dzung,Pargas,Technique Leader,1990-05-17,9999-01-01
260545,Fei,Rebaine,Senior Engineer,1995-05-05,1999-04-19
261184,Masako,Kornatzky,Senior Engineer,1987-08-29,9999-01-01
261631,Jianhua,Huttel,Engineer,1998-02-23,9999-01-01
261662,Berni,Assaf,Senior Staff,1989-09-08,9999-01-01
261737,Mark,Lindqvist,Engineer,1990-11-22,1997-11-22
261986,Gila,Ramsak,Senior Engineer,1997-05-13,9999-01-01
261990,Volkmar,Czaja,Senior Staff,1998-04-01,9999-01-01
262154,Wonhee,Vrecion,Engineer,1986-03-14,1991-03-14
262208,Mrinalini,Holburn,Senior Staff,1987-04-20,9999-01-01
262210,Chinho,Bottner,Engineer,1992-07-29,1999-07-30
262328,Mayuko,Vural,Staff,1997-12-24,9999-01-01
262439,Lorien,Lagarias,Senior Staff,1994-10-10,9999-01-01
262440,Subbu,Kaiserswerth,Assistant Engineer,1992-06-15,1999-03-08
262548,Jixiang,Loncour,Engineer,1994-03-16,2001-02-20
262636,Tamiya,Reutenauer,Senior Engineer,1985-06-02,9999-01-01
262741,Izaskun,Moffat,Staff,1987-04-30,1994-04-30
262752,Pramod,Bierman,Engineer,1997-12-12,9999-01-01
262861,Kayoko,Attimonelli,Staff,1992-10-14,1997-10-14
262928,Piyush,Gill,Senior Engineer,1998-08-31,9999-01-01
263012,Hideo,Buchter,Staff,1999-05-01,9999-01-01
263186,Danny,Lowrie,Technique Leader,1995-09-13,9999-01-01
263325,Dinkar,Sinicrope,Staff,1985-07-12,1985-12-22
263370,Shakhar,Ranze,Staff,1999-05-29,9999-01-01
263439,Atreye,Kabayashi,Senior Engineer,1986-12-15,9999-01-01
263645,Mingsen,Lally,Senior Engineer,1990-12-04,9999-01-01
263649,Mechthild,Zongker,Senior Staff,1993-07-26,9999-01-01
263721,Abdulah,Horswill,Engineer,1999-06-12,2000-11-14
263926,Fusako,Schwartzbauer,Senior Staff,1993-04-07,9999-01-01
264001,Khalil,Mapelli,Senior Engineer,1990-01-15,1992-04-06
264030,Zdislav,Solares,Assistant Engineer,1990-12-14,1998-12-14
264167,Baoqiu,Tomescu,Senior Engineer,1996-05-01,9999-01-01
264322,Leandro,Swist,Senior Staff,1997-01-05,9999-01-01
264626,Noritoshi,Bakhtari,Staff,1993-02-03,1998-02-03
264715,Siddarth,Luke,Staff,1993-10-06,1994-07-06
264939,Bogdan,Bahi,Engineer,1985-02-09,1992-02-10
265039,Navid,Staudhammer,Senior Staff,2000-10-18,9999-01-01
265521,Kensei,Salverda,Senior Engineer,2001-05-25,9999-01-01
265558,Susuma,Kleiser,Staff,1987-08-02,1994-08-02
265794,Miquel,Halloran,Senior Staff,2002-01-14,9999-01-01
265875,Fan,Marsiglia,Senior Engineer,1997-09-03,9999-01-01
266206,Zsolt,Anily,Staff,1985-08-19,1991-08-19
266249,Sumant,Nishimukai,Senior Staff,1991-03-28,9999-01-01
266310,Zvonko,Serdy,Senior Staff,1992-06-23,9999-01-01
266644,Anwar,Gubsky,Staff,1993-08-09,1999-08-09
266689,Parke,Serna,Senior Engineer,1985-03-29,1999-09-23
266862,Mart,Plumb,Senior Staff,1986-04-21,9999-01-01
266881,Mokhtar,Sabnani,Senior Staff,1997-08-28,9999-01-01
266981,Toshimi,Kragelund,Assistant Engineer,1988-02-21,1993-02-20
267059,Moie,Tempesti,Senior Staff,2000-06-28,9999-01-01
267227,Susuma,Tagansky,Engineer,1995-01-22,2001-01-21
267304,Jordanka,Axelband,Senior Staff,1994-06-27,9999-01-01
267504,Mayuri,Flowers,Staff,1997-05-12,2000-11-07
267667,Irena,Kaiserswerth,Staff,1987-09-05,1994-09-05
267745,Wojceich,Honglei,Engineer,1991-12-28,1997-12-27
268043,Narain,Mikschl,Engineer,1997-11-02,9999-01-01
268191,LiMin,Teitelbaum,Engineer,1990-11-01,1995-11-01
268890,Somnath,Uhrik,Engineer,1988-01-14,1994-12-09
269186,Vitali,Dayang,Technique Leader,1988-09-21,1992-10-21
269568,Rimli,Walston,Staff,1996-01-28,1999-08-10
269728,Naftali,Kragelund,Senior Staff,1993-05-15,9999-01-01
270084,Ulises,Frolund,Staff,1986-07-26,1993-07-26
270716,Shunichi,Baer,Staff,1998-02-04,9999-01-01
270792,Domenico,Wendorf,Engineer,1988-09-08,1992-12-28
270794,Dannz,Zhang,Senior Staff,1991-06-26,9999-01-01
270821,Hatem,Bierbaum,Staff,1999-09-07,2000-04-11
271106,Taisook,Kampfer,Engineer,1997-11-30,9999-01-01
271118,Somnath,Nitsche,Assistant Engineer,1987-08-15,1993-08-14
271219,Odoardo,Tyugu,Engineer,1994-11-07,9999-01-01
271975,Yuchang,Busillo,Engineer,1986-03-30,1989-11-14
272141,Tsutomu,Neiman,Staff,1986-05-05,1993-05-05
272285,Gully,Mitchem,Senior Staff,1995-01-22,9999-01-01
272316,Surveyors,Muhling,Engineer,1999-07-19,9999-01-01
272452,Mitsuyuki,Isard,Engineer,1996-08-17,9999-01-01
272599,Holgard,Hegner,Senior Staff,1998-07-15,9999-01-01
272860,Minghong,Candan,Assistant Engineer,1994-02-10,9999-01-01
273159,Divine,Hofmeyr,Technique Leader,1989-04-14,9999-01-01
273274,Yolla,Kobara,Engineer,1995-12-29,1997-04-16
273286,Brigham,Asmuth,Engineer,1989-01-23,1996-01-24
273396,Wayne,Baba,Engineer,1998-03-07,9999-01-01
273806,Hongzhu,Beetstra,Senior Staff,2000-01-24,9999-01-01
273858,Gunilla,Matzen,Staff,1990-12-28,1995-12-28
274071,Mingsen,Weiland,Staff,1995-10-12,9999-01-01
274271,Prodip,Ritcey,Senior Staff,1993-09-10,9999-01-01
274369,Ranga,Waymire,Senior Staff,1997-01-27,9999-01-01
274813,Yefim,Pettey,Staff,1993-08-07,2000-08-07
275158,Satyanarayana,Brandsma,Engineer,1999-12-08,9999-01-01
275263,Vojin,Laventhal,Engineer,1991-10-18,1999-10-18
275444,Limsoon,Leppanen,Senior Engineer,2000-01-22,9999-01-01
275495,Shen,Yamaashi,Staff,1995-02-19,9999-01-01
275801,Ayakannu,Heinisuo,Senior Staff,1986-06-28,9999-01-01
275881,Jiann,Munro,Senior Engineer,1988-05-18,9999-01-01
275994,Uma,Prampolini,Senior Engineer,1998-02-21,9999-01-01
276027,Holgard,Stavenow,Senior Staff,1995-02-28,9999-01-01
276184,Mari,Swick,Senior Staff,1991-04-08,9999-01-01
276186,Sajjad,Vecchi,Senior Staff,1998-06-02,9999-01-01
276189,Isaac,Klerer,Senior Staff,2000-03-18,9999-01-01
276445,Atilio,Randi,Engineer,1988-07-02,1994-07-02
276472,Hideyuki,Flanders,Engineer,1988-11-10,1994-11-10
276563,Gift,Solares,Senior Staff,1995-08-01,9999-01-01
276868,Alois,Sanella,Staff,1998-03-13,9999-01-01
276922,Yongmin,Sidje,Engineer,1998-06-09,2002-02-20
277316,Vitali,Rothenberg,Staff,1989-10-04,1998-10-04
277362,Uzi,Kugler,Senior Staff,1991-01-12,9999-01-01
277420,Rayond,Schach,Engineer,1995-04-22,2001-04-21
277777,Herbert,Itzigehl,Senior Engineer,1990-07-04,9999-01-01
277829,Michaela,Fandrianto,Senior Engineer,1986-06-02,9999-01-01
277926,Shaunak,Solovay,Senior Staff,1992-12-26,1994-01-13
278239,Boaz,Bottner,Staff,1994-02-06,9999-01-01
278386,Caolyn,Poujol,Technique Leader,1995-12-03,9999-01-01
278452,Sudhanshu,Toyoshima,Senior Staff,1993-08-28,9999-01-01
278484,Koldo,Peternell,Staff,1992-11-05,1993-04-06
278536,Munenori,Shobatake,Senior Staff,1999-01-10,9999-01-01
278549,Jaana,Werthner,Senior Staff,1997-07-27,9999-01-01
278883,Hidefumi,Saoudi,Engineer,1990-09-15,1996-05-18
278953,Jeanna,Ghandeharizadeh,Senior Engineer,1990-08-11,9999-01-01
279115,Maren,DuCasse,Engineer,1997-11-29,9999-01-01
279280,Niranjan,Debuse,Engineer,1992-09-21,2001-09-21
279384,Hugo,Comte,Senior Staff,1992-06-30,1993-12-05
279791,Chiranjit,Lyonns,Engineer,1995-12-24,9999-01-01
280029,Vasilii,Verhaegen,Staff,1991-03-25,1991-04-24
280070,Niteen,Ebeling,Senior Staff,1993-03-29,9999-01-01
280291,Lenore,Badache,Staff,1998-11-24,9999-01-01
280411,Hironoby,Farrar,Technique Leader,1987-11-03,1996-11-12
280420,Jahangir,Hofting,Staff,1986-09-28,1993-09-28
280525,Kish,Herbst,Staff,1996-08-18,9999-01-01
280648,Heeju,Lorys,Engineer,1986-12-27,1992-12-26
280836,Ipke,Farrar,Senior Engineer,1991-03-04,1999-12-03
281180,Phillip,Fontet,Staff,1991-09-03,1998-02-07
281570,Zijian,Covnot,Assistant Engineer,1994-09-13,9999-01-01
281692,Khosrow,Sommen,Senior Engineer,1990-03-03,9999-01-01
281834,Fumitake,Marchegay,Assistant Engineer,1991-09-29,1997-06-12
281848,Parke,Staylopatis,Engineer,1993-07-31,1999-07-31
281859,Masanao,Papastamatiou,Senior Engineer,1993-11-25,9999-01-01
282000,Hideo,Ratnakar,Assistant Engineer,1985-06-13,1991-06-13
282191,Alper,Shinomoto,Engineer,1997-10-20,9999-01-01
282333,Nahla,Serdy,Senior Staff,2000-09-09,9999-01-01
282343,Xinglin,Haldar,Staff,1988-07-20,1993-07-20
282547,Nahum,Codenie,Engineer,1999-06-14,9999-01-01
282585,Zijian,Lammel,Staff,1996-07-01,9999-01-01
282699,Candida,Felcyn,Assistant Engineer,1986-08-04,1995-08-04
282862,Chenxi,Pusterhofer,Staff,1996-06-02,2000-07-12
282894,Fay,Bellmore,Engineer,1989-05-03,1998-05-03
283041,Nathalie,Foote,Senior Engineer,1991-07-20,1992-06-20
283138,Cullen,Mikschl,Senior Staff,1990-01-16,1990-03-11
283168,Sanjai,Kopetz,Assistant Engineer,1999-04-19,2000-06-07
284045,Fun,Seiwald,Engineer,1994-06-24,2000-02-15
284300,Ishfaq,Mahmud,Senior Staff,1996-11-28,9999-01-01
284431,Pintsang,Fujisawa,Senior Staff,2002-04-16,9999-01-01
284561,Duri,Beznosov,Senior Engineer,1988-02-15,9999-01-01
284687,Oksana,Redmiles,Senior Engineer,1992-06-22,9999-01-01
284691,Theron,Ressouche,Engineer,1988-08-17,1994-08-17
284711,Martijn,Azevdeo,Senior Engineer,1988-02-10,9999-01-01
284717,Gal,Ranta,Senior Engineer,1997-11-07,9999-01-01
284856,Moto,Kobara,Senior Engineer,1998-12-12,9999-01-01
284954,Anneke,Hammerschmidt,Engineer,1996-01-30,9999-01-01
285149,Nahum,Schahn,Senior Engineer,1998-02-17,2000-03-15
285164,Xiaocheng,Kumaresan,Staff,1994-10-03,9999-01-01
285318,Theron,Ravishankar,Engineer,1991-12-27,1998-12-27
285396,Lena,Kohling,Engineer,1986-10-04,1991-10-04
285905,Kellyn,Bage,Senior Staff,1994-11-04,9999-01-01
285906,Arnould,Buescher,Engineer,1998-03-26,9999-01-01
286026,Utpal,Zaumen,Staff,1991-02-25,1997-02-24
286029,Jaques,Nanard,Staff,1996-07-16,9999-01-01
286370,Toshimitsu,Seuren,Staff,1995-01-19,2000-01-19
286452,Behnaam,Bierbaum,Engineer,1999-01-31,9999-01-01
286573,Nahum,Nishimukai,Engineer,1991-02-02,1997-02-01
286779,Sigeru,Versino,Engineer,1998-08-31,9999-01-01
286986,Woody,Trelles,Senior Engineer,1996-05-23,9999-01-01
287323,Steve,Dengi,Staff,1999-09-15,9999-01-01
287327,Youjian,Felder,Staff,1993-07-15,2000-07-15
287334,Elliott,Speer,Engineer,1998-08-08,9999-01-01
287436,Sasan,Deville,Technique Leader,1994-10-11,2001-04-25
287482,Shigeaki,Gihr,Engineer,1994-03-18,2002-03-18
287583,Jovan,Hockney,Senior Engineer,1997-06-21,9999-01-01
287609,Sailaja,Negoita,Assistant Engineer,1988-01-20,1994-01-19
287713,Aamod,Ranka,Senior Staff,1992-12-07,9999-01-01
287808,Vidar,Ozeki,Technique Leader,1996-06-17,9999-01-01
287822,Mooi,Perfilyeva,Engineer,1998-05-11,2000-09-04
287983,Randi,Munos,Senior Staff,1990-09-07,9999-01-01
287984,Troy,Kobuchi,Engineer,1991-02-12,1999-02-12
288028,Kauko,Narwekar,Engineer,1985-12-16,1994-12-16
288134,IEEE,VanScheik,Staff,1992-02-11,1993-11-20
288142,Shay,Heystek,Staff,1989-04-01,1995-04-01
288166,Masoud,Asmuth,Staff,1994-09-05,9999-01-01
288560,Yifei,Birjandi,Senior Staff,1999-02-07,9999-01-01
288563,Cristinel,Gerlach,Engineer,1996-01-09,2001-01-08
288606,Susumu,Swiss,Senior Staff,1996-11-14,9999-01-01
288665,Horward,Khasidashvili,Senior Engineer,1998-11-19,9999-01-01
288848,Vivian,Hennebert,Staff,1991-04-10,1994-06-11
288893,Bedrich,Rosenbaum,Engineer,1991-01-27,1998-01-27
289122,Nikolaus,Akaboshi,Staff,1990-09-20,1995-07-04
289454,Bowen,Narwekar,Senior Engineer,1985-03-08,9999-01-01
289687,Fai,Maccarone,Staff,1985-10-30,1993-10-30
289807,Soenke,Lemarechal,Senior Staff,2000-09-03,9999-01-01
289909,Hilari,Vecchio,Senior Staff,1998-04-24,9999-01-01
290009,Zijian,Rindone,Staff,1989-07-09,1997-07-09
290010,Fox,Lodder,Staff,1988-02-17,1994-01-29
290075,Boalin,Byoun,Staff,1990-10-01,1996-09-30
290284,Kwangjo,Menhardt,Engineer,1996-01-11,9999-01-01
290441,Gregory,Collavizza,Staff,1987-09-09,1993-09-08
290467,Shaowen,Poulakidas,Senior Staff,1992-04-14,9999-01-01
290478,Tsvetan,Sherertz,Engineer,1998-08-07,9999-01-01
290563,Shigehiro,Oxenboll,Senior Engineer,1986-02-26,9999-01-01
290769,Lalit,Blokdijk,Senior Engineer,1999-02-01,9999-01-01
291349,Constantijn,Rusterholz,Staff,1998-08-28,1998-11-13
291352,Danai,Trelles,Technique Leader,1992-04-17,9999-01-01
291368,Gita,Rodier,Staff,1990-08-24,1994-04-27
291612,Siamak,Gomatam,Engineer,1998-07-08,9999-01-01
291669,Faiza,Bach,Engineer,1999-09-13,9999-01-01
291755,Ebru,Doering,Assistant Engineer,1994-08-27,2001-04-06
291819,Uriel,Georg,Senior Staff,1999-06-08,1999-06-22
292110,Menkae,Showalter,Engineer,1996-08-09,2001-08-09
292146,Khatoun,Pulkowski,Engineer,1998-01-11,9999-01-01
